sample	unit	platform	fq1	fq2
D2_F2_177	D2_F2_177_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_177/D2_F2_177_NKD180900418-AK9797-AK9810_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_177/D2_F2_177_NKD180900418-AK9797-AK9810_H7NHLDSXX_L1_2.fq.gz
D2_F2_180	D2_F2_180_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_180/D2_F2_180_NKD180900418-D2_F2_180_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_180/D2_F2_180_NKD180900418-D2_F2_180_H7LYHDSXX_L1_2.fq.gz
D2_F2_180	D2_F2_180_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_180/D2_F2_180_NKD180900418-AK9797-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_180/D2_F2_180_NKD180900418-AK9797-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_181	D2_F2_181_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_181/D2_F2_181_NKD180900418-D2_F2_181_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_181/D2_F2_181_NKD180900418-D2_F2_181_H7LYHDSXX_L1_2.fq.gz
D2_F2_181	D2_F2_181_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_181/D2_F2_181_NKD180900418-AK9797-AK9814_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_181/D2_F2_181_NKD180900418-AK9797-AK9814_H7NHLDSXX_L1_2.fq.gz
D2_F2_182	D2_F2_182_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_182/D2_F2_182_NKD180900418-D2_F2_182_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_182/D2_F2_182_NKD180900418-D2_F2_182_H7LYHDSXX_L1_2.fq.gz
D2_F2_182	D2_F2_182_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_182/D2_F2_182_NKD180900418-AK9797-AK4717_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_182/D2_F2_182_NKD180900418-AK9797-AK4717_H7NHLDSXX_L1_2.fq.gz
D2_F2_184	D2_F2_184_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_184/D2_F2_184_NKD180900418-D2_F2_184_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_184/D2_F2_184_NKD180900418-D2_F2_184_H7LYHDSXX_L1_2.fq.gz
D2_F2_184	D2_F2_184_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_184/D2_F2_184_NKD180900418-AK9797-AK9816_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_184/D2_F2_184_NKD180900418-AK9797-AK9816_H7NHLDSXX_L1_2.fq.gz
D2_F2_185	D2_F2_185_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_185/D2_F2_185_NKD180900418-D2_F2_185_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_185/D2_F2_185_NKD180900418-D2_F2_185_H7LYHDSXX_L1_2.fq.gz
D2_F2_185	D2_F2_185_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_185/D2_F2_185_NKD180900418-AK9798-AK9810_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_185/D2_F2_185_NKD180900418-AK9798-AK9810_H7NHLDSXX_L1_2.fq.gz
D2_F2_189	D2_F2_189_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_189/D2_F2_189_NKD180900418-D2_F2_189_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_189/D2_F2_189_NKD180900418-D2_F2_189_H7LYHDSXX_L1_2.fq.gz
D2_F2_189	D2_F2_189_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_189/D2_F2_189_NKD180900418-AK9798-AK9814_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_189/D2_F2_189_NKD180900418-AK9798-AK9814_H7NHLDSXX_L1_2.fq.gz
D2_F2_191	D2_F2_191_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_191/D2_F2_191_NKD180900418-D2_F2_191_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_191/D2_F2_191_NKD180900418-D2_F2_191_H7LYHDSXX_L1_2.fq.gz
D2_F2_191	D2_F2_191_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_191/D2_F2_191_NKD180900418-AK9798-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_191/D2_F2_191_NKD180900418-AK9798-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_194	D2_F2_194_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_194/D2_F2_194_NKD180900418-D2_F2_194_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_194/D2_F2_194_NKD180900418-D2_F2_194_H7LYHDSXX_L1_2.fq.gz
D2_F2_194	D2_F2_194_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_194/D2_F2_194_NKD180900418-GC04-AK9772_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_194/D2_F2_194_NKD180900418-GC04-AK9772_H7NHLDSXX_L1_2.fq.gz
D2_F2_197	D2_F2_197_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_197/D2_F2_197_NKD180900418-D2_F2_197_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_197/D2_F2_197_NKD180900418-D2_F2_197_H7LYHDSXX_L1_2.fq.gz
D2_F2_197	D2_F2_197_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_197/D2_F2_197_NKD180900418-GC04-AK1689_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_197/D2_F2_197_NKD180900418-GC04-AK1689_H7NHLDSXX_L1_2.fq.gz
D2_F2_198	D2_F2_198_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_198/D2_F2_198_NKD180900418-D2_F2_198_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_198/D2_F2_198_NKD180900418-D2_F2_198_H7LYHDSXX_L1_2.fq.gz
D2_F2_198	D2_F2_198_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_198/D2_F2_198_NKD180900418-GC04-AK9775_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_198/D2_F2_198_NKD180900418-GC04-AK9775_H7NHLDSXX_L1_2.fq.gz
D2_F2_199	D2_F2_199_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_199/D2_F2_199_NKD180900418-D2_F2_199_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_199/D2_F2_199_NKD180900418-D2_F2_199_H7LYHDSXX_L1_2.fq.gz
D2_F2_199	D2_F2_199_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_199/D2_F2_199_NKD180900418-GC04-AK9776_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_199/D2_F2_199_NKD180900418-GC04-AK9776_H7NHLDSXX_L1_2.fq.gz
D2_F2_200	D2_F2_200_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_200/D2_F2_200_NKD180900418-D2_F2_200_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_200/D2_F2_200_NKD180900418-D2_F2_200_H7LYHDSXX_L1_2.fq.gz
D2_F2_200	D2_F2_200_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_200/D2_F2_200_NKD180900418-GC04-AK9777_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_200/D2_F2_200_NKD180900418-GC04-AK9777_H7NHLDSXX_L1_2.fq.gz
D2_F2_201	D2_F2_201_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_201/D2_F2_201_NKD180900418-D2_F2_201_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_201/D2_F2_201_NKD180900418-D2_F2_201_H7LYHDSXX_L1_2.fq.gz
D2_F2_201	D2_F2_201_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_201/D2_F2_201_NKD180900418-AK9799-AK9771_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_201/D2_F2_201_NKD180900418-AK9799-AK9771_H7NHLDSXX_L1_2.fq.gz
D2_F2_204	D2_F2_204_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_204/D2_F2_204_NKD180900418-D2_F2_204_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_204/D2_F2_204_NKD180900418-D2_F2_204_H7LYHDSXX_L1_2.fq.gz
D2_F2_204	D2_F2_204_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_204/D2_F2_204_NKD180900418-AK9799-AK9774_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_204/D2_F2_204_NKD180900418-AK9799-AK9774_H7NHLDSXX_L1_2.fq.gz
D2_F2_206	D2_F2_206_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_206/D2_F2_206_NKD180900418-D2_F2_206_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_206/D2_F2_206_NKD180900418-D2_F2_206_H7LYHDSXX_L1_2.fq.gz
D2_F2_206	D2_F2_206_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_206/D2_F2_206_NKD180900418-AK9799-AK9775_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_206/D2_F2_206_NKD180900418-AK9799-AK9775_H7NHLDSXX_L1_2.fq.gz
D2_F2_208	D2_F2_208_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_208/D2_F2_208_NKD180900418-D2_F2_208_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_208/D2_F2_208_NKD180900418-D2_F2_208_H7LYHDSXX_L1_2.fq.gz
D2_F2_208	D2_F2_208_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_208/D2_F2_208_NKD180900418-AK9799-AK9777_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_208/D2_F2_208_NKD180900418-AK9799-AK9777_H7NHLDSXX_L1_2.fq.gz
D2_F2_209	D2_F2_209_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_209/D2_F2_209_NKD180900418-D2_F2_209_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_209/D2_F2_209_NKD180900418-D2_F2_209_H7LYHDSXX_L1_2.fq.gz
D2_F2_209	D2_F2_209_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_209/D2_F2_209_NKD180900418-AK9800-AK9771_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_209/D2_F2_209_NKD180900418-AK9800-AK9771_H7NHLDSXX_L1_2.fq.gz
D2_F2_210	D2_F2_210_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_210/D2_F2_210_NKD180900418-D2_F2_210_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_210/D2_F2_210_NKD180900418-D2_F2_210_H7LYHDSXX_L1_2.fq.gz
D2_F2_210	D2_F2_210_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_210/D2_F2_210_NKD180900418-AK9800-AK9772_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_210/D2_F2_210_NKD180900418-AK9800-AK9772_H7NHLDSXX_L1_2.fq.gz
D2_F2_214	D2_F2_214_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_214/D2_F2_214_NKD180900418-D2_F2_214_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_214/D2_F2_214_NKD180900418-D2_F2_214_H7LYHDSXX_L1_2.fq.gz
D2_F2_214	D2_F2_214_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_214/D2_F2_214_NKD180900418-AK9800-AK9775_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_214/D2_F2_214_NKD180900418-AK9800-AK9775_H7NHLDSXX_L1_2.fq.gz
D2_F2_215	D2_F2_215_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_215/D2_F2_215_NKD180900418-D2_F2_215_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_215/D2_F2_215_NKD180900418-D2_F2_215_H7LYHDSXX_L1_2.fq.gz
D2_F2_215	D2_F2_215_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_215/D2_F2_215_NKD180900418-AK9800-AK9776_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_215/D2_F2_215_NKD180900418-AK9800-AK9776_H7NHLDSXX_L1_2.fq.gz
D2_F2_218	D2_F2_218_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_218/D2_F2_218_NKD180900418-D2_F2_218_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_218/D2_F2_218_NKD180900418-D2_F2_218_H7LYHDSXX_L1_2.fq.gz
D2_F2_218	D2_F2_218_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_218/D2_F2_218_NKD180900418-AK9801-AK9772_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_218/D2_F2_218_NKD180900418-AK9801-AK9772_H7NHLDSXX_L1_2.fq.gz
D2_F2_219	D2_F2_219_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_219/D2_F2_219_NKD180900418-D2_F2_219_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_219/D2_F2_219_NKD180900418-D2_F2_219_H7LYHDSXX_L1_2.fq.gz
D2_F2_219	D2_F2_219_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_219/D2_F2_219_NKD180900418-AK9801-AK9773_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_219/D2_F2_219_NKD180900418-AK9801-AK9773_H7NHLDSXX_L1_2.fq.gz
D2_F2_221	D2_F2_221_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_221/D2_F2_221_NKD180900418-D2_F2_221_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_221/D2_F2_221_NKD180900418-D2_F2_221_H7LYHDSXX_L1_2.fq.gz
D2_F2_221	D2_F2_221_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_221/D2_F2_221_NKD180900418-AK9801-AK1689_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_221/D2_F2_221_NKD180900418-AK9801-AK1689_H7NHLDSXX_L1_2.fq.gz
D2_F2_222	D2_F2_222_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_222/D2_F2_222_NKD180900418-D2_F2_222_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_222/D2_F2_222_NKD180900418-D2_F2_222_H7LYHDSXX_L1_2.fq.gz
D2_F2_222	D2_F2_222_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_222/D2_F2_222_NKD180900418-AK9801-AK9775_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_222/D2_F2_222_NKD180900418-AK9801-AK9775_H7NHLDSXX_L1_2.fq.gz
D2_F2_225	D2_F2_225_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_225/D2_F2_225_NKD180900418-D2_F2_225_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_225/D2_F2_225_NKD180900418-D2_F2_225_H7LYHDSXX_L1_2.fq.gz
D2_F2_225	D2_F2_225_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_225/D2_F2_225_NKD180900418-AK9802-AK9771_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_225/D2_F2_225_NKD180900418-AK9802-AK9771_H7NHLDSXX_L1_2.fq.gz
D2_F2_227	D2_F2_227_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_227/D2_F2_227_NKD180900418-D2_F2_227_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_227/D2_F2_227_NKD180900418-D2_F2_227_H7LYHDSXX_L1_2.fq.gz
D2_F2_227	D2_F2_227_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_227/D2_F2_227_NKD180900418-AK9802-AK9773_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_227/D2_F2_227_NKD180900418-AK9802-AK9773_H7NHLDSXX_L1_2.fq.gz
D2_F2_233	D2_F2_233_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_233/D2_F2_233_NKD180900418-D2_F2_233_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_233/D2_F2_233_NKD180900418-D2_F2_233_H7LYHDSXX_L1_2.fq.gz
D2_F2_233	D2_F2_233_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_233/D2_F2_233_NKD180900418-AK9803-AK9771_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_233/D2_F2_233_NKD180900418-AK9803-AK9771_H7NHLDSXX_L1_2.fq.gz
D2_F2_235	D2_F2_235_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_235/D2_F2_235_NKD180900418-D2_F2_235_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_235/D2_F2_235_NKD180900418-D2_F2_235_H7LYHDSXX_L1_2.fq.gz
D2_F2_235	D2_F2_235_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_235/D2_F2_235_NKD180900418-AK9803-AK9773_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_235/D2_F2_235_NKD180900418-AK9803-AK9773_H7NHLDSXX_L1_2.fq.gz
D2_F2_236	D2_F2_236_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_236/D2_F2_236_NKD180900418-D2_F2_236_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_236/D2_F2_236_NKD180900418-D2_F2_236_H7LYHDSXX_L1_2.fq.gz
D2_F2_236	D2_F2_236_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_236/D2_F2_236_NKD180900418-AK9803-AK9774_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_236/D2_F2_236_NKD180900418-AK9803-AK9774_H7NHLDSXX_L1_2.fq.gz
